lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
105.47055821196437,26.327362154998415,仲楚广场,龙河镇卫生院东南侧180米,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0KUFCYV7M,风景名胜,公园广场,城市广场,
105.35610781166352,26.08879293684087,文峰塔,通原进口汽修北侧260米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFL4PRXM,风景名胜,风景名胜相关,旅游景点,
105.34996532593198,26.087730062435476,郎岱迎祥广场,郎岱镇,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFJ34Q6I,风景名胜,公园广场,城市广场,
105.35429575235622,26.08500519908208,园草百郎庄,贵州融达物流配送有限公司西北侧100米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0GU51W4WZ,风景名胜,风景名胜相关,旅游景点,
105.34947567393417,26.087816939661455,文峰广场,003县道北50米,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFJ33KLJ,风景名胜,公园广场,城市广场,
105.3382178116085,26.093038372235196,贵州省六盘水市六枝特区郎岱镇观音阁,文化路1号,贵州省,六盘水市,,风景名胜;风景名胜;寺庙道观,110205,B0K6H7BA9R,风景名胜,风景名胜,寺庙道观,
105.33244572967678,26.101510854773252,油菜花景区,[],贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFGO4KFB,风景名胜,风景名胜相关,旅游景点,
105.39361147850427,26.318820563477367,岩脚湿地公园,纳晴高速,贵州省,六盘水市,,风景名胜;公园广场;公园,110101,B0LRA70T5L,风景名胜,公园广场,公园,
105.33065552812012,26.09406626879278,黑神庙,晴新路与222县道交叉口西南400米,贵州省,六盘水市,,风景名胜;风景名胜;寺庙道观,110205,B0MG7OIFKK,风景名胜,风景名胜,寺庙道观,
105.39864314233753,26.327043938221394,骂陇基督教堂(六枝基督教堂骂陇分堂),019县道旁下侧骂陇寨,贵州省,六盘水市,,风景名胜;风景名胜;教堂,110206,B0I25ABJRS,风景名胜,风景名胜,教堂,
105.34730935231163,26.054443924255704,仙人庙,[],贵州省,六盘水市,,风景名胜;风景名胜;寺庙道观,110205,B0FFIKU8PH,风景名胜,风景名胜,寺庙道观,
105.3917657700215,26.335310939893137,中华第一磨,岩脚面条民俗博物馆西南侧210米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJ37YPV,风景名胜,风景名胜相关,旅游景点,
105.3933228290581,26.338151841035643,岩脚面博园3A景区第一古吊桥,019县道,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0JDCRSLY9,风景名胜,风景名胜,风景名胜,
105.49014478415984,26.36636834004395,龙河万亩猕猴桃观景台,[],贵州省,六盘水市,,风景名胜;风景名胜;观景点,110209,B0FFJH0BK6,风景名胜,风景名胜,观景点,
105.38544484123831,26.343706596553194,岩脚古镇太和广场,岩脚镇太和广场,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJ37QES,风景名胜,风景名胜相关,旅游景点,
105.38251126444948,26.34668779261782,廻龙溪温泉文化旅游度假区,岩脚镇,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFHPATAW,风景名胜,风景名胜相关,旅游景点,
105.38637649909376,26.34315583312559,岩脚古镇火焰山文化公园,岩脚古镇太和广场,贵州省,六盘水市,,风景名胜;公园广场;公园,110101,B0FFJ35N5J,风景名胜,公园广场,公园,
105.3962435596021,26.34246231794676,绣恩堂,220县道与019县道交叉口西北300米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0GR09YR16,风景名胜,风景名胜相关,旅游景点,
105.3962435596021,26.34246231794676,绣恩堂,220县道与019县道交叉口西北300米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0GR09YR16,风景名胜,风景名胜相关,旅游景点,
105.3838753982422,26.340526071732643,田家大院,楼农家乐东南侧280米,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0HRMUJVY4,风景名胜,风景名胜,风景名胜,
105.31002001312153,26.268300648584596,关寨镇休闲广场,关寨镇,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFH26S1C,风景名胜,公园广场,城市广场,
105.38414470635244,26.34596439952297,无边观音洞,温泉文化旅游度假酒店东侧110米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0G2MCXLS5,风景名胜,风景名胜相关,旅游景点,

